location,datetime,sensorType,value
Noora's farm,2019-11-03T06:38:28.551Z,pH,5.73
Noora's farm,2019-11-03T06:38:28.551Z,rainFall,3.6
Noora's farm,2019-11-04T00:46:57.710Z,pH,6.22
Noora's farm,2019-11-04T00:46:57.710Z,rainFall,0
Noora's farm,2019-11-04T13:58:13.327Z,temperature,3.2
Noora's farm,2019-11-05T13:58:13.327Z,pH,6.03
Noora's farm,2019-11-05T13:58:13.327Z,rainFall,2.2
Noora's farm,2019-11-04T22:01:46.908Z,temperature,-7.1
Noora's farm,2019-11-06T08:07:00.498Z,pH,5.83
Noora's farm,2019-11-06T08:07:00.498Z,rainFall,2.9
Noora's farm,2019-11-07T20:11:24.593Z,pH,6.61
Noora's farm,2019-11-07T20:11:24.593Z,rainFall,0
Noora's farm,2019-11-07T01:48:57.669Z,temperature,-1.7
Noora's farm,2019-11-08T01:48:57.669Z,pH,6.54
Noora's farm,2019-11-08T01:48:57.669Z,rainFall,2.8
Noora's farm,2019-11-09T15:11:29.569Z,pH,6.48
Noora's farm,2019-11-09T15:11:29.569Z,rainFall,2.3
Noora's farm,2019-11-09T19:31:18.314Z,temperature,-4.2
Noora's farm,2019-11-10T19:31:18.314Z,pH,6.20
Noora's farm,2019-11-10T19:31:18.314Z,rainFall,2.6
Noora's farm,2019-11-11T14:37:30.677Z,pH,5.86
Noora's farm,2019-11-11T14:37:30.677Z,rainFall,0
Noora's farm,2019-11-10T23:02:01.800Z,temperature,-7.5
Noora's farm,2019-11-11T23:02:01.800Z,pH,6.47
Noora's farm,2019-11-11T23:02:01.800Z,rainFall,0
Noora's farm,2019-11-12T05:39:45.376Z,temperature,3.2
Noora's farm,2019-11-13T05:39:45.376Z,pH,6.28
Noora's farm,2019-11-13T05:39:45.376Z,rainFall,0
Noora's farm,2019-11-14T21:41:46.605Z,pH,6.19
Noora's farm,2019-11-14T21:41:46.605Z,rainFall,2.9
Noora's farm,2019-11-15T15:36:32.598Z,pH,6.27
Noora's farm,2019-11-15T15:36:32.598Z,rainFall,3.0
Noora's farm,2019-11-16T19:47:03.744Z,pH,5.69
Noora's farm,2019-11-16T19:47:03.744Z,rainFall,2.0
Noora's farm,2019-11-16T15:41:11.627Z,temperature,-1.1
Noora's farm,2019-11-17T15:41:11.627Z,pH,5.99
Noora's farm,2019-11-17T15:41:11.627Z,rainFall,0
Noora's farm,2019-11-17T01:30:45.241Z,temperature,-7.4
Noora's farm,2019-11-18T04:29:26.796Z,pH,5.75
Noora's farm,2019-11-18T04:29:26.796Z,rainFall,2.4
Noora's farm,2019-11-19T03:18:46.783Z,pH,5.64
Noora's farm,2019-11-19T03:18:46.783Z,rainFall,2.0
Noora's farm,2019-11-19T21:02:07.158Z,temperature,-2.2
Noora's farm,2019-11-20T21:02:07.158Z,pH,6.44
Noora's farm,2019-11-20T21:02:07.158Z,rainFall,3.7
Noora's farm,2019-11-21T15:11:03.540Z,pH,6.23
Noora's farm,2019-11-21T15:11:03.540Z,rainFall,2.7
Noora's farm,2019-11-22T02:17:31.725Z,pH,5.86
Noora's farm,2019-11-22T02:17:31.725Z,rainFall,0
Noora's farm,2019-11-22T20:27:22.966Z,temperature,-10.1
Noora's farm,2019-11-23T09:15:43.859Z,pH,5.68
Noora's farm,2019-11-23T09:15:43.859Z,rainFall,0
Noora's farm,2019-11-24T09:40:11.825Z,pH,6.01
Noora's farm,2019-11-24T09:40:11.825Z,rainFall,0
Noora's farm,2019-11-25T13:56:50.119Z,pH,6.37
Noora's farm,2019-11-25T13:56:50.119Z,rainFall,0
Noora's farm,2019-11-24T22:22:30.866Z,temperature,-13.0
Noora's farm,2019-11-26T05:33:35.154Z,pH,6.17
Noora's farm,2019-11-26T05:33:35.154Z,rainFall,0
Noora's farm,2019-11-27T17:19:30.536Z,pH,6.37
Noora's farm,2019-11-27T17:19:30.536Z,rainFall,0
Noora's farm,2019-11-28T14:17:55.139Z,pH,6.59
Noora's farm,2019-11-28T14:17:55.139Z,rainFall,2.8
Noora's farm,2019-11-29T08:42:05.387Z,pH,6.23
Noora's farm,2019-11-29T08:42:05.387Z,rainFall,3.2
Noora's farm,2019-11-30T16:37:50.822Z,pH,6.27
Noora's farm,2019-11-30T16:37:50.822Z,rainFall,0
Noora's farm,2019-12-01T12:01:02.107Z,pH,6.30
Noora's farm,2019-12-01T12:01:02.107Z,rainFall,0
Noora's farm,2019-12-02T05:09:42.742Z,pH,6.13
Noora's farm,2019-12-02T05:09:42.742Z,rainFall,2.7
Noora's farm,2019-12-02T14:55:57.001Z,temperature,0.2
Noora's farm,2019-12-03T14:55:57.001Z,pH,5.95
Noora's farm,2019-12-03T14:55:57.001Z,rainFall,0
Noora's farm,2019-12-04T08:53:15.253Z,pH,5.89
Noora's farm,2019-12-04T08:53:15.253Z,rainFall,2.2
Noora's farm,2019-12-05T16:46:23.042Z,pH,5.71
Noora's farm,2019-12-05T16:46:23.042Z,rainFall,0
Noora's farm,2019-12-06T00:07:06.465Z,pH,6.15
Noora's farm,2019-12-06T00:07:06.465Z,rainFall,0
Noora's farm,2019-12-07T01:15:45.294Z,pH,6.40
Noora's farm,2019-12-07T01:15:45.294Z,rainFall,0
Noora's farm,2019-12-08T19:46:47.319Z,pH,5.73
Noora's farm,2019-12-08T19:46:47.319Z,rainFall,4.6
Noora's farm,2019-12-09T12:24:56.949Z,pH,6.07
Noora's farm,2019-12-09T12:24:56.949Z,rainFall,2.0
Noora's farm,2019-12-09T10:59:35.142Z,temperature,-5.3
Noora's farm,2019-12-10T10:59:35.142Z,pH,5.90
Noora's farm,2019-12-10T10:59:35.142Z,rainFall,0
Noora's farm,2019-12-09T23:22:42.565Z,temperature,-2.3
Noora's farm,2019-12-10T09:51:29.411Z,temperature,1.8
Noora's farm,2019-12-10T04:23:05.152Z,temperature,-0.3
Noora's farm,2019-12-11T04:23:05.152Z,pH,6.47
Noora's farm,2019-12-11T04:23:05.152Z,rainFall,0
Noora's farm,2019-12-11T09:12:54.776Z,temperature,0.2
Noora's farm,2019-12-12T09:12:54.776Z,pH,6.15
Noora's farm,2019-12-12T09:12:54.776Z,rainFall,1.9
Noora's farm,2019-12-12T02:26:16.910Z,temperature,-7.0
Noora's farm,2019-12-13T02:26:16.910Z,pH,6.56
Noora's farm,2019-12-13T02:26:16.910Z,rainFall,1.8
Noora's farm,2019-12-13T20:34:34.962Z,temperature,-13.6
Noora's farm,2019-12-14T15:22:19.207Z,pH,5.87
Noora's farm,2019-12-14T15:22:19.207Z,rainFall,1.8
Noora's farm,2019-12-15T00:12:28.387Z,pH,6.13
Noora's farm,2019-12-15T00:12:28.387Z,rainFall,1.9
Noora's farm,2019-12-16T14:01:41.971Z,pH,6.27
Noora's farm,2019-12-16T14:01:41.971Z,rainFall,3.6
Noora's farm,2019-12-17T05:10:28.157Z,pH,5.74
Noora's farm,2019-12-17T05:10:28.157Z,rainFall,2.5
Noora's farm,2019-12-18T19:03:36.870Z,pH,5.86
Noora's farm,2019-12-18T19:03:36.870Z,rainFall,3.1
Noora's farm,2019-12-19T07:28:55.473Z,pH,5.75
Noora's farm,2019-12-19T07:28:55.473Z,rainFall,0
Noora's farm,2019-12-20T11:01:14.784Z,pH,6.22
Noora's farm,2019-12-20T11:01:14.784Z,rainFall,2.7
Noora's farm,2019-12-21T07:34:27.144Z,pH,6.31
Noora's farm,2019-12-21T07:34:27.144Z,rainFall,0
Noora's farm,2019-12-20T23:43:55.433Z,temperature,-20.0
Noora's farm,2019-12-22T15:40:24.299Z,pH,5.74
Noora's farm,2019-12-22T15:40:24.299Z,rainFall,9.1
Noora's farm,2019-12-23T01:36:26.600Z,pH,6.31
Noora's farm,2019-12-23T01:36:26.600Z,rainFall,1.9
Noora's farm,2019-12-23T13:08:31.238Z,temperature,-10.1
Noora's farm,2019-12-24T13:08:31.238Z,pH,5.99
Noora's farm,2019-12-24T13:08:31.238Z,rainFall,0
Noora's farm,2019-12-25T14:44:34.580Z,pH,6.16
Noora's farm,2019-12-25T14:44:34.580Z,rainFall,2.9
Noora's farm,2019-12-26T03:04:16.297Z,pH,6.00
Noora's farm,2019-12-26T03:04:16.297Z,rainFall,5.5
Noora's farm,2019-12-27T16:35:31.955Z,pH,6.28
Noora's farm,2019-12-27T16:35:31.955Z,rainFall,0
Noora's farm,2019-12-28T07:59:35.414Z,pH,6.46
Noora's farm,2019-12-28T07:59:35.414Z,rainFall,5.5
Noora's farm,2019-12-29T07:29:47.442Z,pH,5.95
Noora's farm,2019-12-29T07:29:47.442Z,rainFall,2.4
Noora's farm,2019-12-30T20:29:06.430Z,pH,5.74
Noora's farm,2019-12-30T20:29:06.430Z,rainFall,0
Noora's farm,2019-12-31T01:41:06.296Z,pH,5.69
Noora's farm,2019-12-31T01:41:06.296Z,rainFall,0
Noora's farm,2020-01-01T21:55:31.713Z,pH,6.24
Noora's farm,2020-01-01T21:55:31.713Z,rainFall,0
Noora's farm,2020-01-02T11:04:06.663Z,pH,6.48
Noora's farm,2020-01-02T11:04:06.663Z,rainFall,0
Noora's farm,2020-01-03T19:10:05.497Z,pH,6.23
Noora's farm,2020-01-03T19:10:05.497Z,rainFall,0
Noora's farm,2020-01-04T01:50:06.607Z,pH,6.16
Noora's farm,2020-01-04T01:50:06.607Z,rainFall,2.2
Noora's farm,2020-01-05T14:51:13.677Z,pH,5.90
Noora's farm,2020-01-05T14:51:13.677Z,rainFall,0
Noora's farm,2020-01-04T23:08:32.513Z,temperature,-20.9
Noora's farm,2020-01-06T03:02:56.464Z,pH,5.79
Noora's farm,2020-01-06T03:02:56.464Z,rainFall,0
Noora's farm,2020-01-07T06:34:55.972Z,pH,6.47
Noora's farm,2020-01-07T06:34:55.972Z,rainFall,0
Noora's farm,2020-01-08T02:43:40.483Z,pH,5.73
Noora's farm,2020-01-08T02:43:40.483Z,rainFall,0
Noora's farm,2020-01-09T20:23:01.513Z,pH,6.53
Noora's farm,2020-01-09T20:23:01.513Z,rainFall,1.8
Noora's farm,2020-01-10T05:45:41.915Z,pH,5.74
Noora's farm,2020-01-10T05:45:41.915Z,rainFall,0
Noora's farm,2020-01-11T12:48:01.618Z,pH,6.14
Noora's farm,2020-01-11T12:48:01.618Z,rainFall,2.2
Noora's farm,2020-01-12T03:51:42.304Z,pH,6.21
Noora's farm,2020-01-12T03:51:42.304Z,rainFall,2.2
Noora's farm,2020-01-13T16:48:44.545Z,pH,6.35
Noora's farm,2020-01-13T16:48:44.545Z,rainFall,2.2
Noora's farm,2020-01-13T10:03:40.877Z,temperature,0.1
Noora's farm,2020-01-13T20:58:42.060Z,temperature,-4.2
Noora's farm,2020-01-14T20:58:42.060Z,pH,5.72
Noora's farm,2020-01-14T20:58:42.060Z,rainFall,2.2
Noora's farm,2020-01-15T06:19:21.644Z,pH,6.26
Noora's farm,2020-01-15T06:19:21.644Z,rainFall,1.5
Noora's farm,2020-01-16T03:44:28.781Z,pH,6.06
Noora's farm,2020-01-16T03:44:28.781Z,rainFall,5.7
Noora's farm,2020-01-16T20:35:39.396Z,temperature,-7.2
Noora's farm,2020-01-17T20:35:39.396Z,pH,5.86
Noora's farm,2020-01-17T20:35:39.396Z,rainFall,0
Noora's farm,2020-01-17T22:00:28.481Z,pH,6.42
Noora's farm,2020-01-17T22:00:28.481Z,rainFall,1.8
Noora's farm,2020-01-19T00:26:27.311Z,pH,6.41
Noora's farm,2020-01-19T00:26:27.311Z,rainFall,0
Noora's farm,2020-01-20T00:03:57.055Z,pH,6.02
Noora's farm,2020-01-20T00:03:57.055Z,rainFall,0
Noora's farm,2020-01-21T20:48:56.430Z,pH,6.31
Noora's farm,2020-01-21T20:48:56.430Z,rainFall,2.9
Noora's farm,2020-01-21T20:31:36.406Z,temperature,-7.0
Noora's farm,2020-01-22T20:31:36.406Z,pH,5.94
Noora's farm,2020-01-22T20:31:36.406Z,rainFall,5.6
Noora's farm,2020-01-22T12:15:31.457Z,temperature,0.1
Noora's farm,2020-01-23T12:02:46.005Z,pH,6.23
Noora's farm,2020-01-23T12:02:46.005Z,rainFall,0
Noora's farm,2020-01-23T23:52:51.730Z,pH,6.02
Noora's farm,2020-01-23T23:52:51.730Z,rainFall,2.2
Noora's farm,2020-01-24T07:25:29.347Z,temperature,-5.3
Noora's farm,2020-01-25T07:25:29.347Z,pH,6.39
Noora's farm,2020-01-25T07:25:29.347Z,rainFall,2.5
Noora's farm,2020-01-26T09:16:17.579Z,pH,6.09
Noora's farm,2020-01-27T16:18:16.301Z,pH,6.33
Noora's farm,2020-01-27T16:18:16.301Z,rainFall,3.3
Noora's farm,2020-01-28T11:12:22.430Z,pH,6.23
Noora's farm,2020-01-28T11:12:22.430Z,rainFall,2.1
Noora's farm,2020-01-28T19:20:17.233Z,temperature,-12.1
Noora's farm,2020-01-29T03:34:30.125Z,pH,6.44
Noora's farm,2020-01-29T03:34:30.125Z,rainFall,0
Noora's farm,2020-01-29T01:32:01.023Z,temperature,-5.9
Noora's farm,2020-01-30T01:32:01.023Z,pH,6.46
Noora's farm,2020-01-30T01:32:01.023Z,rainFall,2.3
Noora's farm,2020-01-30T11:10:50.954Z,temperature,3.3
Noora's farm,2020-01-30T23:00:23.440Z,pH,6.37
Noora's farm,2020-01-30T23:00:23.440Z,rainFall,0
Noora's farm,2020-02-01T12:17:40.353Z,pH,6.26
Noora's farm,2020-02-01T12:17:40.353Z,rainFall,2.0
Noora's farm,2020-02-02T08:18:41.899Z,pH,6.39
Noora's farm,2020-02-02T08:18:41.899Z,rainFall,4.5
Noora's farm,2020-02-03T03:58:41.542Z,pH,6.33
Noora's farm,2020-02-03T03:58:41.542Z,rainFall,146.4
Noora's farm,2020-02-04T19:07:21.325Z,pH,6.38
Noora's farm,2020-02-04T19:07:21.325Z,rainFall,1.9
Noora's farm,2020-02-05T17:37:03.920Z,pH,6.36
Noora's farm,2020-02-05T17:37:03.920Z,rainFall,0
Noora's farm,2020-02-05T15:05:06.155Z,temperature,-4.7
Noora's farm,2020-02-06T01:32:41.342Z,pH,6.57
Noora's farm,2020-02-06T01:32:41.342Z,rainFall,0
Noora's farm,2020-02-06T05:31:10.572Z,temperature,5.1
Noora's farm,2020-02-07T09:33:04.795Z,pH,5.83
Noora's farm,2020-02-07T09:33:04.795Z,rainFall,0
Noora's farm,2020-02-07T06:41:59.279Z,temperature,-1.2
Noora's farm,2020-02-08T06:41:59.279Z,pH,6.32
Noora's farm,2020-02-08T06:41:59.279Z,rainFall,0
Noora's farm,2020-02-09T06:31:07.366Z,pH,6.38
Noora's farm,2020-02-09T06:31:07.366Z,rainFall,2.3
Noora's farm,2020-02-09T06:54:05.731Z,temperature,-2.0
Noora's farm,2020-02-10T06:54:05.731Z,pH,6.45
Noora's farm,2020-02-10T06:54:05.731Z,rainFall,0
Noora's farm,2020-02-10T11:14:00.388Z,temperature,-1.7
Noora's farm,2020-02-11T11:14:00.388Z,pH,6.55
Noora's farm,2020-02-11T11:14:00.388Z,rainFall,0
Noora's farm,2020-02-11T19:28:50.422Z,temperature,-7.4
Noora's farm,2020-02-12T09:34:53.709Z,pH,5.76
Noora's farm,2020-02-12T09:34:53.709Z,rainFall,1.4
Noora's farm,2020-02-12T07:12:14.236Z,temperature,4.4
Noora's farm,2020-02-13T07:12:14.236Z,pH,5.79
Noora's farm,2020-02-13T07:12:14.236Z,rainFall,0
Noora's farm,2020-02-14T01:08:12.019Z,pH,6.20
Noora's farm,2020-02-14T01:08:12.019Z,rainFall,0
Noora's farm,2020-02-15T07:18:38.266Z,pH,6.13
Noora's farm,2020-02-15T07:18:38.266Z,rainFall,1.8
Noora's farm,2020-02-15T17:49:32.293Z,temperature,-5.3
Noora's farm,2020-02-15T01:48:34.708Z,temperature,-7.4
Noora's farm,2020-02-16T01:48:34.708Z,pH,6.41
Noora's farm,2020-02-16T01:48:34.708Z,rainFall,3.6
Noora's farm,2020-02-17T19:19:29.019Z,pH,6.36
Noora's farm,2020-02-17T19:19:29.019Z,rainFall,1.6
Noora's farm,2020-02-18T06:52:56.509Z,pH,5.67
Noora's farm,2020-02-18T06:52:56.509Z,rainFall,0
Noora's farm,2020-02-18T23:30:18.388Z,pH,5.89
Noora's farm,2020-02-18T23:30:18.388Z,rainFall,2.1
Noora's farm,2020-02-18T22:16:34.843Z,temperature,1.8
Noora's farm,2020-02-19T10:34:01.348Z,temperature,6.6
Noora's farm,2020-02-19T05:01:39.423Z,temperature,6.2
Noora's farm,2020-02-20T05:01:39.423Z,pH,5.93
Noora's farm,2020-02-20T23:16:36.529Z,pH,6.16
Noora's farm,2020-02-20T23:16:36.529Z,rainFall,3.2
Noora's farm,2020-02-22T04:44:27.207Z,pH,6.46
Noora's farm,2020-02-22T04:44:27.207Z,rainFall,1.9
Noora's farm,2020-02-22T14:41:30.423Z,temperature,11.4
Noora's farm,2020-02-22T09:44:28.654Z,temperature,10.3
Noora's farm,2020-02-23T09:44:28.654Z,pH,6.17
Noora's farm,2020-02-23T09:44:28.654Z,rainFall,1.5
Noora's farm,2020-02-23T23:07:04.608Z,pH,5.67
Noora's farm,2020-02-23T23:07:04.608Z,rainFall,0
Noora's farm,2020-02-25T20:26:34.441Z,pH,6.15
Noora's farm,2020-02-25T20:26:34.441Z,rainFall,4.7
Noora's farm,2020-02-25T23:59:11.947Z,pH,6.42
Noora's farm,2020-02-25T23:59:11.947Z,rainFall,2.3
Noora's farm,2020-02-27T00:08:17.120Z,pH,6.54
Noora's farm,2020-02-27T00:08:17.120Z,rainFall,2.2
Noora's farm,2020-02-28T03:53:59.171Z,pH,6.44
Noora's farm,2020-02-28T03:53:59.171Z,rainFall,0
Noora's farm,2020-02-29T21:45:52.681Z,pH,6.04
Noora's farm,2020-02-29T21:45:52.681Z,rainFall,1.5
Noora's farm,2020-02-29T16:34:44.030Z,temperature,9.9
Noora's farm,2020-03-01T21:14:26.650Z,pH,5.78
Noora's farm,2020-03-01T21:14:26.650Z,rainFall,0
Noora's farm,2020-03-01T07:07:33.116Z,temperature,11.3
Noora's farm,2020-03-02T10:19:20.773Z,pH,6.17
Noora's farm,2020-03-02T10:19:20.773Z,rainFall,0
Noora's farm,2020-03-02T01:59:55.059Z,temperature,7.1
Noora's farm,2020-03-03T01:59:55.059Z,pH,6.22
Noora's farm,2020-03-03T01:59:55.059Z,rainFall,0
Noora's farm,2020-03-02T22:43:21.771Z,temperature,-2.7
Noora's farm,2020-03-04T16:15:25.967Z,pH,6.09
Noora's farm,2020-03-04T16:15:25.967Z,rainFall,0
Noora's farm,2020-03-05T21:31:48.780Z,pH,6.26
Noora's farm,2020-03-06T03:53:39.510Z,pH,6.40
Noora's farm,2020-03-06T03:53:39.510Z,rainFall,0
Noora's farm,2020-03-06T06:51:45.039Z,temperature,9.2
Noora's farm,2020-03-07T07:16:39.144Z,pH,6.62
Noora's farm,2020-03-07T07:16:39.144Z,rainFall,2.2
Noora's farm,2020-03-07T16:29:49.896Z,temperature,3.9
Noora's farm,2020-03-08T16:29:49.896Z,pH,6.05
Noora's farm,2020-03-08T16:29:49.896Z,rainFall,2.5
Noora's farm,2020-03-08T11:45:44.777Z,temperature,14.3
Noora's farm,2020-03-09T11:45:44.777Z,pH,5.66
Noora's farm,2020-03-09T11:45:44.777Z,rainFall,1.5
Noora's farm,2020-03-09T16:17:58.256Z,temperature,12.5
Noora's farm,2020-03-09T18:03:36.758Z,temperature,12.6
Noora's farm,2020-03-10T18:03:36.758Z,pH,6.05
Noora's farm,2020-03-10T18:03:36.758Z,rainFall,0
Noora's farm,2020-03-11T02:24:12.070Z,pH,5.63
Noora's farm,2020-03-11T02:24:12.070Z,rainFall,0
Noora's farm,2020-03-11T23:08:42.146Z,pH,6.34
Noora's farm,2020-03-11T23:08:42.146Z,rainFall,1.7
Noora's farm,2020-03-13T00:06:48.368Z,pH,6.40
Noora's farm,2020-03-13T00:06:48.368Z,rainFall,1.7
Noora's farm,2020-03-14T07:46:35.438Z,pH,5.87
Noora's farm,2020-03-14T07:46:35.438Z,rainFall,0
Noora's farm,2020-03-14T00:24:54.418Z,temperature,10.7
Noora's farm,2020-03-15T00:24:54.418Z,pH,5.99
Noora's farm,2020-03-15T00:24:54.418Z,rainFall,0
Noora's farm,2020-03-16T19:38:56.561Z,pH,6.50
Noora's farm,2020-03-16T19:38:56.561Z,rainFall,0
Noora's farm,2020-03-17T17:18:56.124Z,pH,6.19
Noora's farm,2020-03-17T17:18:56.124Z,rainFall,0
Noora's farm,2020-03-18T20:12:20.642Z,pH,5.79
Noora's farm,2020-03-18T20:12:20.642Z,rainFall,2.4
Noora's farm,2020-03-19T16:37:31.791Z,pH,5.91
Noora's farm,2020-03-19T16:37:31.791Z,rainFall,1.8
Noora's farm,2020-03-20T04:57:53.276Z,pH,6.52
Noora's farm,2020-03-20T04:57:53.276Z,rainFall,1.6
Noora's farm,2020-03-21T06:20:59.562Z,pH,6.03
Noora's farm,2020-03-21T06:20:59.562Z,rainFall,0
Noora's farm,2020-03-21T16:56:35.029Z,temperature,3.5
Noora's farm,2020-03-22T16:56:35.029Z,pH,5.65
Noora's farm,2020-03-22T16:56:35.029Z,rainFall,2.9
Noora's farm,2020-03-22T00:41:17.089Z,temperature,8.2
Noora's farm,2020-03-23T00:41:17.089Z,pH,6.43
Noora's farm,2020-03-23T00:41:17.089Z,rainFall,0
Noora's farm,2020-03-23T03:51:01.537Z,temperature,10.6
Noora's farm,2020-03-23T06:41:12.096Z,temperature,12.0
Noora's farm,2020-03-23T17:51:33.352Z,temperature,10.7
Noora's farm,2020-03-24T17:51:33.352Z,pH,5.74
Noora's farm,2020-03-24T17:51:33.352Z,rainFall,2.2
Noora's farm,2020-03-25T20:41:24.063Z,pH,6.18
Noora's farm,2020-03-25T20:41:24.063Z,rainFall,1.9
Noora's farm,2020-03-26T17:30:30.313Z,pH,6.17
Noora's farm,2020-03-26T17:30:30.313Z,rainFall,0
Noora's farm,2020-03-26T19:29:18.156Z,temperature,3.9
Noora's farm,2020-03-27T19:29:18.156Z,pH,6.33
Noora's farm,2020-03-27T19:29:18.156Z,rainFall,0
Noora's farm,2020-03-27T20:19:22.931Z,temperature,14.2
Noora's farm,2020-03-28T20:19:22.931Z,pH,6.31
Noora's farm,2020-03-28T20:19:22.931Z,rainFall,1.6
Noora's farm,2020-03-29T12:32:40.461Z,pH,6.01
Noora's farm,2020-03-29T12:32:40.461Z,rainFall,3.5
Noora's farm,2020-03-30T01:10:19.086Z,pH,6.13
Noora's farm,2020-03-30T01:10:19.086Z,rainFall,1.9
Noora's farm,2020-03-31T04:32:17.175Z,pH,6.13
Noora's farm,2020-03-31T04:32:17.175Z,rainFall,0
Noora's farm,2020-03-31T00:37:10.959Z,temperature,4.6
Noora's farm,2020-04-01T00:37:10.959Z,pH,6.45
Noora's farm,2020-04-01T00:37:10.959Z,rainFall,0
Noora's farm,2020-04-02T06:02:07.649Z,pH,6.38
Noora's farm,2020-04-02T06:02:07.649Z,rainFall,2.1
Noora's farm,2020-04-03T02:00:02.942Z,pH,6.63
Noora's farm,2020-04-03T02:00:02.942Z,rainFall,0
Noora's farm,2020-04-04T16:06:28.415Z,pH,5.98
Noora's farm,2020-04-04T16:06:28.415Z,rainFall,2.4
Noora's farm,2020-04-05T17:22:56.013Z,pH,6.11
Noora's farm,2020-04-05T17:22:56.013Z,rainFall,0
Noora's farm,2020-04-05T06:03:54.113Z,temperature,19.5
Noora's farm,2020-04-06T16:01:28.796Z,pH,6.22
Noora's farm,2020-04-06T16:01:28.796Z,rainFall,1.9
Noora's farm,2020-04-07T06:22:53.727Z,pH,6.48
Noora's farm,2020-04-07T06:22:53.727Z,rainFall,5.6
Noora's farm,2020-04-08T15:35:04.513Z,pH,6.29
Noora's farm,2020-04-08T15:35:04.513Z,rainFall,0
Noora's farm,2020-04-09T11:53:29.667Z,pH,6.51
Noora's farm,2020-04-09T11:53:29.667Z,rainFall,0
Noora's farm,2020-04-08T23:50:34.509Z,temperature,12.8
Noora's farm,2020-04-09T23:50:34.509Z,pH,5.65
Noora's farm,2020-04-09T23:50:34.509Z,rainFall,3.0
Noora's farm,2020-04-10T17:18:21.481Z,temperature,11.8
Noora's farm,2020-04-11T03:38:43.926Z,pH,6.04
Noora's farm,2020-04-11T03:38:43.926Z,rainFall,2.4
Noora's farm,2020-04-11T16:29:44.331Z,temperature,9.4
Noora's farm,2020-04-12T16:29:44.331Z,pH,6.14
Noora's farm,2020-04-12T16:29:44.331Z,rainFall,2.3
Noora's farm,2020-04-13T18:02:28.761Z,pH,6.57
Noora's farm,2020-04-13T18:02:28.761Z,rainFall,2.1
Noora's farm,2020-04-14T00:06:23.910Z,pH,6.50
Noora's farm,2020-04-14T00:06:23.910Z,rainFall,1.7
Noora's farm,2020-04-15T11:34:38.189Z,pH,6.17
Noora's farm,2020-04-15T11:34:38.189Z,rainFall,0
Noora's farm,2020-04-15T08:01:33.100Z,temperature,21.7
Noora's farm,2020-04-16T16:24:40.914Z,pH,5.96
Noora's farm,2020-04-16T16:24:40.914Z,rainFall,0
Noora's farm,2020-04-16T18:51:19.381Z,temperature,14.3
Noora's farm,2020-04-17T18:51:19.381Z,pH,5.88
Noora's farm,2020-04-17T18:51:19.381Z,rainFall,0
Noora's farm,2020-04-17T04:45:20.026Z,temperature,24.4
Noora's farm,2020-04-18T04:45:20.026Z,pH,6.18
Noora's farm,2020-04-18T04:45:20.026Z,rainFall,0
Noora's farm,2020-04-19T20:01:17.102Z,pH,6.62
Noora's farm,2020-04-19T20:01:17.102Z,rainFall,0
Noora's farm,2020-04-20T04:15:58.451Z,pH,6.34
Noora's farm,2020-04-20T04:15:58.451Z,rainFall,0
Noora's farm,2020-04-21T06:25:50.571Z,pH,6.41
Noora's farm,2020-04-21T06:25:50.571Z,rainFall,0
Noora's farm,2020-04-21T22:10:57.027Z,pH,6.34
Noora's farm,2020-04-21T22:10:57.027Z,rainFall,0
Noora's farm,2020-04-22T22:50:29.695Z,pH,6.01
Noora's farm,2020-04-22T22:50:29.695Z,rainFall,0
Noora's farm,2020-04-23T03:55:26.095Z,temperature,17.9
Noora's farm,2020-04-24T03:55:26.095Z,pH,6.60
Noora's farm,2020-04-24T03:55:26.095Z,rainFall,2.0
Noora's farm,2020-04-23T21:52:30.534Z,temperature,16.3
Noora's farm,2020-04-24T21:52:30.534Z,pH,6.34
Noora's farm,2020-04-24T21:52:30.534Z,rainFall,3.7
Noora's farm,2020-04-25T15:59:27.005Z,temperature,23.8
Noora's farm,2020-04-25T09:19:14.259Z,temperature,26.6
Noora's farm,2020-04-26T09:19:14.259Z,pH,5.77
Noora's farm,2020-04-26T09:19:14.259Z,rainFall,0
Noora's farm,2020-04-27T10:57:39.727Z,pH,5.74
Noora's farm,2020-04-27T10:57:39.727Z,rainFall,0
Noora's farm,2020-04-28T03:39:40.549Z,pH,5.66
Noora's farm,2020-04-28T03:39:40.549Z,rainFall,9.3
Noora's farm,2020-04-29T09:11:46.198Z,pH,5.87
Noora's farm,2020-04-29T09:11:46.198Z,rainFall,0
Noora's farm,2020-04-30T15:34:51.056Z,pH,6.36
Noora's farm,2020-04-30T15:34:51.056Z,rainFall,1.9
Noora's farm,2020-04-29T21:08:23.506Z,temperature,16.3
Noora's farm,2020-04-30T21:08:23.506Z,pH,6.16
Noora's farm,2020-04-30T21:08:23.506Z,rainFall,0
Noora's farm,2020-05-02T02:45:58.436Z,pH,5.79
Noora's farm,2020-05-02T02:45:58.436Z,rainFall,3.9
Noora's farm,2020-05-02T04:57:29.497Z,temperature,13.5
Noora's farm,2020-05-03T04:57:29.497Z,pH,5.93
Noora's farm,2020-05-03T04:57:29.497Z,rainFall,5.1
Noora's farm,2020-05-04T16:12:44.705Z,pH,6.22
Noora's farm,2020-05-04T16:12:44.705Z,rainFall,0
